#taxa	84B.R1.48H	84B.R2.48H	84B.S1.48H	84B.S2.48H	84B.NC.48H	73B.R1.48H	73B.R2.48H	73B.S1.48H	73B.S2.48H	73B.NC..48H	66A.R1.48H	66A.R2.48H	66A.S1.48H	66A.S2.48H	66A.NC.48H	67A.R2.48H	67A.S1.48H	67A.S2.48H	67A.NC.48H	92A.R1.48H	92A.R2.48H	92A.S1.48H	92A.S2.48H	92A.NC.48H	92B.R1.48H	92B.R2.48H	92B.S1.48H	92B.S2.48H	92B.NC.48H	66B.R1.48H	66B.R2.48H	66B.S1.48H	66B.S2.48H	66B.NC.48H	116A.R1.48H	116A.R2.48H	116A.S1.48H	116A.S2.48H	116A.NC.48H	176A.R1.48H	176A.R2.48H	176A.S1.48H	176A.S2.48H	176A.NC.48H	84A.R1.48H	84A.R2.48H	84A.S1.48H	84A.S2.48H	84A.NC.48H	73A.R1.48H	73A.R2.48H	73A.S1.48H	73A.S2.48H	73A.NC.48H	67B.R1.48H	67B.R2.48H	67B.S1.48H	67B.S2.48H	67B.NC.48H	176B.R1.48H	176B.R2.48H	176B.S1.48H	176B.S2.48H	176B.NC.48H	161A.R1.0H	161A.R2.0H	161A.S1.0H	161A.S2.0H	116A.R1.0H	116A.R2.0H	116A.S1.0H	116A.S2.0H	67A.R1.0H	67A.R2.0H	67A.S1.0H	67A.S2.0H	73B.R1.0H	73B.R2.0H	73B.S1.0H	73B.S2.0H	67B.NC.0H	92A.NC.0H	176A.NC.0H	73A.NC.0H	67B.R1.0H	67B.R2.0H	67B.S1.0H	67B.S2.0H	92A.R1.0H	92A.R2.0H	92A.S1.0H	92A.S2.0H	176A.R1.0H	176A.R2.0H	176A.S1.0H	176A.S2.0H	73A.R1.0H	73A.R2.0H	73A.S1.0H	73A.S2.0H	66B.R1.0H	66B.R2.0H	66B.S1.0H	66B.S2.0H	84B.R1.0H	84B.R2.0H	84B.S1.0H	84B.S2.0H	84B.NC.0H	66A.NC.0H	92B.NC.0H	66A.R1.0H	66A.R2.0H	66A.S1.0H	66A.S2.0H	84A.R1.0H	84A.R2.0H	84A.S1.0H	84A.S2.0H	92B.R1.0H	92B.R2.0H	92B.S1.0H	92B.S2.0H	176B.R1.0H	176B.R2.0H	176B.S1.0H	161A.NC.0H	116A.NC.0H	67A.NC.0H	73.NC.0H
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	30	28	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Family XI;g__Gemella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus	0	69	344	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	51	36	34	42	25	22	27	38	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	23	0	18	69	109	110	48	11	11	11	13	707	661	501	292	22	0	26	190	232	14	28	27	41	0	0	0	0	15	39	0	393	163	181	239	202	99	89	112	16	0	36	25	15	133	122	26	157	216	54	178	201	110	114	130	124	85	75	117	106	103	0	165	11	741
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	183	190	209	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium	2318	13917	10311	1548	9308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4450	1296	1325	5764	9376	1678	1680	7450	2121	9067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	11	0	0	0	0	0	0	0	0	0	86	23	133	58	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	244	139	117	183	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	30	83	82	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	795	0	0	0	0	0	0	0	575	657	569	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0	0	0	0	0	0	478	0	14	66	0	0	0	0	0	0	0	0	0	0	2517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	13	0	0	0	1164	2906	3386	4515	4508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	41	0	0	29	50	35	65	0	0	0	0	35	93	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	14	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	11	0	0	11	0	0	22	12	17	0	0	0	0	0	0	12	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	127	0	57	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	276	39	37	12	0	16	22	16	16	0	22	227	461	86	42	22	27	38	37	0	0	0	0	38	40	30	36	17	0	16	49	43	18	85	17	0	13	16	12	0	17	16	26	12	0	0	0	39
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0	34	12	0	13	528	532	499	212	21	151	16	108	210	3440	0	0	0	0	1323	496	593	154	1472	473	399	321	495	317	97	61	73	465	65	17	0	15	12	71	73	41	78	65	115	134	37	38	17	37	274	159	214	29	369	54	24	32	33	844	1093	22	677	44	1007	23	46	26	39	27	31	43	52	23	14	16	31	1995	1220	1615	1522	789	39	740	390	793	1107	1400	1123	1603	28	32	38	36	590	1227	313	141	306	320	482	308	59	93	73	330	376	628	796	509	297	1250	1289	475	646	239	801	2120	1333	1362	1613	2019	1871	1379	1060	1406	910	26	59	26	541
